T_K,dIW_calliope_fischer,dIW_calliope_oneill,dIW_atmodeller,buffer_offset_HminusF_dex,buffer_offset_HminusO_dex,raw_gap_F_dex,raw_gap_O_dex,residual_after_buffer_F_dex,residual_after_buffer_O_dex,P_total_cal_fischer_bar,P_total_cal_oneill_bar,P_total_atm_bar
1800.0,3.3547133646825595,3.3706463373708275,3.304544044997156,0.1439258352565833,0.1598734082246942,-0.05016931968540339,-0.06610229237367138,0.09375651557117992,0.09377111585102282,1705.2052642022381,1705.20441620464,1749.6059597378267
2000.0,3.240423513448377,3.498435192217306,3.075478874307803,0.09618923043237704,0.3542030725637417,-0.164944639140574,-0.42295631790950283,-0.06875540870819696,-0.0687532453457611,1711.7387797861447,1711.738712684541,1781.8439554067547
2400.0,2.9451630877696697,3.5877724110730647,2.6962526149494654,0.009705286364194876,0.6523133626591546,-0.2489104728202043,-0.8915197961235992,-0.2392051864560094,-0.2392064334644446,1744.3384583606462,1744.3391946616,1864.266336391453
2800.0,2.6988859768797497,3.637384796631304,2.4836287325872792,-0.0704310053945445,0.8680635632656033,-0.2152572442924705,-1.1537560640440248,-0.285688249687015,-0.28569250077842145,1784.6411089074902,1784.6431721056179,1933.2363290260334
3000.0,2.599287438114697,3.6626282104635557,2.430772908519921,-0.10933096014752586,0.9540094698463162,-0.16851452959477609,-1.231855301943635,-0.27784548974230194,-0.2778458320973187,1803.3199403597441,1803.3208259585779,1956.2682742385005
