species,partial_pressure_bar
H2O,0.42828437369609246
CO2,0.76622647920687
H2,0.48627820555586676
CO,5.285004659325029
CH4,6.745922959674766e-09
N2,1.4700336619956718
NH3,4.866498985315725e-06
S2,0.0001396534720360495
SO2,0.001844213762745105
H2S,0.0006746624703026524
__P_surf_bar,8.43851863658962
__M_atm_kg,4.3875520408491246e+19
__mean_mol_mass_g_per_mol,27.467280186172786
