T_K,dIW_dex,rank1,rank2,rank3,rank4,P_total_bar,p_H2O_bar,p_CO2_bar,p_O2_bar,p_H2_bar,p_CO_bar,p_CH4_bar,p_N2_bar,p_NH3_bar,p_S2_bar,p_SO2_bar,p_H2S_bar
2142.857142857143,0.9090909090909092,CO,CO2,N2,H2O,1494.518973649182,5.568494958116437,534.349398373993,4.996212586147341e-06,1.9823521013882603,944.3544332849657,3.583268403124209e-05,8.22063713475482,0.00014257742379752465,0.0013154677730529273,0.018438022852946375,0.02372089901740833
2142.857142857143,1.7272727272727275,CO2,CO,N2,H2O,1578.4950122866842,5.579861305913181,925.2216997086131,3.2871742578786484e-05,0.7744180374029179,637.4771165639704,1.4391542204758511e-06,9.098734097938083,3.662524235230186e-05,0.008631574352042487,0.310742795596159,0.02373726675942161
2142.857142857143,2.545454545454546,CO2,CO,N2,H2O,1650.217003090981,5.5850949749765135,1284.2894125096343,0.00021627411594974478,0.30219808594135283,344.97750972269915,4.623545211543372e-08,9.846217876275347,9.287506173407169e-06,0.054525952610171784,5.138537256346444,0.023281104639978806
2142.857142857143,3.363636363636364,CO2,CO,SO2,N2,1772.3871202796024,5.587844681244272,1529.8817396923853,0.001422939265167804,0.11787306148806391,160.2119227180907,1.2736026608170053e-09,10.448832408829567,2.330679507925614e-06,0.20725095295570103,65.91252742517746,0.01770406821306008
2142.857142857143,4.181818181818182,CO2,SO2,CO,N2,2005.9418483824622,5.589743077336092,1689.047435732761,0.00936199019223722,0.045969647668630646,68.95851633796322,3.250493847895422e-11,11.020244222100766,5.829471763190824e-07,0.058911844814648694,231.20798380330214,0.00368114334379984
2142.857142857143,5.0,CO2,SO2,CO,N2,2066.8201553356257,5.590271006693978,1747.40875635353,0.06159564396391161,0.01792343649914987,27.813116883613635,7.769989001295481e-13,11.179365141778707,1.429444584657466e-07,0.0019217596909943538,274.7469457394146,0.0002592274955646358
2250.0,-4.0,CO,H2,CH4,H2O,1319.2617332744283,2.4622184345973057,1.9371333820292735,2.6048936676610015e-10,237.94264328994652,994.019563330047,82.5536559597684,0.30682183828834486,0.031606618913926784,2.1151002837905554e-08,1.466485266214633e-09,0.008090397959443187
2250.0,-3.1818181818181817,CO,H2,CH4,CO2,1344.8171359025905,4.1151698288350875,5.807365700280078,1.7138460906542827e-09,155.0395706422551,1161.7794030753205,15.97035953027958,2.048788197569978,0.042957485370903103,1.3915091548670427e-07,2.4747827168560154e-08,0.013521277066683355
2250.0,-2.3636363636363633,CO,H2,CO2,H2O,1347.943791294258,4.99368977381357,15.9925370195821,1.1275962849909392e-08,73.34752165209657,1247.3000883485656,1.49608696325224,4.7761162002031154,0.021342342824667213,9.15498443110476e-07,4.176424777372019e-07,0.01640764950324324
2250.0,-1.5454545454545454,CO,CO2,H2,N2,1354.3546253383715,5.346042000263712,41.774803236279034,7.41883059895983e-08,30.61296129536957,1270.2145767481684,0.10346938446225136,6.278596160432774,0.006598052581483435,6.023334251344273e-06,7.048166562451832e-06,0.017565315125422303
2250.0,-0.7272727272727271,CO,CO2,H2,N2,1374.6976124235491,5.487442789357425,105.02284111475875,4.881095139161879e-07,12.25045085385837,1244.960387143853,0.006331299483015471,6.950212912209075,0.0017573313088542655,3.9629535917265924e-05,0.0001189457662039546,0.018029915308975786
2250.0,0.09090909090909083,CO,CO2,N2,H2O,1419.2667686016941,5.544764675209731,249.29226754764485,3.21143466476915e-06,4.825855090150962,1152.0986535497864,0.00035447082248523537,7.4839330105887205,0.0004508715628461918,0.00026073183749538304,0.00200732801490787,0.01821811464103743
2250.0,0.9090909090909092,CO,CO2,N2,H2O,1492.4163994773069,5.569008307061961,527.0663806636368,2.1129095647686637e-05,1.8896358269578497,949.6318395144019,1.7464769464680582e-05,8.20550084075678,0.00011567678302742519,0.0017148814203897392,0.03387038855740286,0.01829478386540425
2250.0,1.7272727272727275,CO2,CO,N2,H2O,1576.119025113024,5.580028888332265,916.4100498535449,0.0001390153403358066,0.7381519765017,643.7079698162377,7.042727943151584e-07,9.08294509059377,2.9713821383612827e-05,0.011227407540808044,0.5701966916257839,0.01828595521251656
2250.0,2.545454545454546,CO2,CO,N2,SO2,1653.0142777580834,5.585203052279152,1277.9639147781813,0.0009146281114400655,0.2880430475846576,349.9667020450311,2.2730608516808257e-08,9.84823891672172,7.542092723964935e-06,0.06862667322526475,9.27498553252557,0.017641519599979217
2250.0,3.363636363636364,CO2,CO,SO2,N2,1815.4037615571629,5.58813466671758,1534.9692482681398,0.006017642227222239,0.11235551247077392,163.87658454544052,6.313705313230836e-10,10.533275962338863,1.9002020934869238e-06,0.18474080496359566,100.1221118905994,0.011290363431467457
2250.0,4.181818181818182,CO2,SO2,CO,N2,2025.1188862715762,5.589849780709978,1688.5161286221055,0.03959206755391871,0.04381640572604485,70.27996378478397,1.6054350950706456e-11,11.055977556830337,4.741111639533269e-07,0.026515990085275002,249.56537348691862,0.0016681027351268625
2250.0,5.0,CO2,SO2,CO,N2,2064.34057764587,5.590282008740931,1742.819485222035,0.2604893667661002,0.017083601025200998,28.28054752902166,3.8286306305551544e-13,11.182116268814921,1.1608005781724537e-07,0.0007502233135424479,276.1897139127176,0.00010939735437918486
